answerKey,question,choices
B,"There's one obvious reason to eat vegetables, they're plain what you?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lose weight', 'good for', 'bland', 'chewing', 'fibre'],
      dtype=object)}"
C,"John was a bit think in the head, but he knew that he never saw the lady before.  They were what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pay debts', 'slender', 'unacquainted', 'free flowing', 'sparse'],
      dtype=object)}"
C,Where would you hear a violin along side many string and wind instruments?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['school', 'string quartet', 'orchestra', 'kitchen', 'music room'],
      dtype=object)}"
D,What is the sun ultimately responsible for?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['earth warming', 'sun tan', 'light', 'life on earth', 'heat'],
      dtype=object)}"
D,Mandy lived in a train station.  She longed to see distant places. Where might she imagine going?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['downtown area', 'centre of town', 'bedroom', 'europe', 'big city'],
      dtype=object)}"
C,"Joe is a  squirrel, which is an animal. He probably lives in what sort of place.","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pet store', 'outside', 'woodland', 'ocean', 'cafe'], dtype=object)}"
C,Where could a personal ficus live?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cabin in the woods', 'california', 'front yard', 'conservatory',
       'tropical forest'], dtype=object)}"
A,"The shark actually counted as evidence, so where did the legal team bring it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['court room', 'shallow waters', 'poker game', 'sea world',
       'pond arena'], dtype=object)}"
E,"If the president wanted to ban snakes, where would he issue such a decree?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['street', 'tropical forest', 'garden of eden', 'new mexico',
       'white house'], dtype=object)}"
A,"They were searching for rocks, so they missed the birds overhead as they stared at the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ground', 'drawer', 'surface of earth', 'pizza', 'waterfall'],
      dtype=object)}"
E,"Her son scraped his knee, she fetched a bottle of peroxide from the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', 'diaper bag', 'liquor store', 'hollow log',
       'medicine cabinet'], dtype=object)}"
E,Where would you expect to find a dictionary along side other writings you can borrow?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['classroom', 'shelf', 'explain meaning of words', 'table',
       'library'], dtype=object)}"
B,What would be necessary for getting in shape?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['good health', 'exercise', 'muscle tone', 'sweat', 'feel better'],
      dtype=object)}"
A,A statue that shoots liquid is called a what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['water fountain', 'large city', 'museum', 'pool', 'central park'],
      dtype=object)}"
B,If you have a child who gets in trouble for being hyperactive you may need to teach them how to what down?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'calm', 'being good', 'good behavior', 'safe'],
      dtype=object)}"
B,John loved to paint houses.  How did he usually do it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clothes get stained', 'with brush', 'wallpaper',
       'electrical circuit', 'draw'], dtype=object)}"
C,When you wipe you feet on the door mat and walk through the door where do you enter?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['a chair', 'school', 'living room', 'doorway', 'bathroom'],
      dtype=object)}"
D,What can you use to store a book while traveling?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['library of congress', 'pocket', 'backpack', 'suitcase',
       'synagogue'], dtype=object)}"
E,Where would you find gazelle under a G?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['open field', 'ivory coast', 'dictionary', 'steppe',
       'encyclopedia'], dtype=object)}"
D,"Competing can lead to great highs, and also great lows when suffering what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['winning or losing', 'aggression', 'gain', 'defeat', 'sweat'],
      dtype=object)}"
E,What blocks sunshine?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['summer', 'park', 'desktop', 'sea', 'moon'], dtype=object)}"
E,When you feel too much heat in your home you can turn on what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['coolness', 'fan', 'get wet', 'coldness', 'air conditioning'],
      dtype=object)}"
D,Where would you store a pillow case that is not in use?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen cupboard', 'bedding store', 'england', 'drawer',
       'bedroom'], dtype=object)}"
D,"If the kitten was going to grow up to be a mouser like it's mother, where should it spend most of it's time?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shelter', 'floor', 'warm place', 'farmhouse', 'living room'],
      dtype=object)}"
C,Where is that man buying silk from?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['space shuttle', 'theater', 'china', 'indian resteraunt', 'bar'],
      dtype=object)}"
D,Where is a teacher likely to keep her clavichord?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['living room', 'parlor', 'music hall', 'music room', 'museum'],
      dtype=object)}"
C,Where are you if your bieifcase is going through an x-ray machine?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['luggage store', 'courtroom', 'airport', 'office building', 'hand'],
      dtype=object)}"
B,"They were kissing each other good bye, they had no worries because their relationship had a strong foundation of what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['partner', 'trust', 'cooperation', 'bricks', 'herpes'],
      dtype=object)}"
A,Why would you take a bus to work?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['commute', 'flying', 'get somewhere', 'travel', 'go home'],
      dtype=object)}"
C,"If you are hungry and going fishing, why would you be going fishing?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['to see the fish', 'have fun', 'catching fish', 'wet clothes',
       'killing'], dtype=object)}"
D,"Dogs are very loyal if they have a good owner, they will always what them?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fleas', 'eat cake', 'attack', 'defend', 'run fast'], dtype=object)}"
D,What does a farmer need to do to make  a maze on his farm in the fall?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['seed plants', 'plant seeds', 'garden', 'grow corn',
       'produce food'], dtype=object)}"
C,"For many males hair is a concern as they get older, it begins to what, causing a receding hairline?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['thin out', 'grow in ear', 'fall out', 'bulge', 'composted'],
      dtype=object)}"
E,What happens someone who is bad play poker?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['think', 'ante up', 'drink', 'win money', 'losing money'],
      dtype=object)}"
C,"John loved his snake.  It was the only ting he loved. He hated everyone else and was abrasive to most people, but he loved his snake.   How might you describe the snake?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sun itself', 'tropical forest', 'pet', 'rude', 'sharp'],
      dtype=object)}"
A,"The fresh herbs, flowers, and vegetables will shrivel up if people don't do this?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['water plants', 'believe in god', 'drive to the nearest pool',
       'speaking english', 'raise children'], dtype=object)}"
C,"I picked from an apple tree outside of Fort Wayne, where am I?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['woods', 'illinois', 'indiana', 'washington state', 'tampa'],
      dtype=object)}"
A,"The janitor never had much to clean after services, but there was still always a paper or two to pick up where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['synagogue', 'front porch', 'classroom', 'obesity',
       'grocery store'], dtype=object)}"
D,If you're celebrating with too many cocktails what may you have in the morning?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drunkenness', 'have fun', 'headache', 'hang over', 'intimacy'],
      dtype=object)}"
D,Danny found an old film in a sealed what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clingfilm', 'disneyland', 'cave', 'cabinet', 'movie'],
      dtype=object)}"
D,Where are you likely to find much more than a drop of blood on the floor?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['crime scene', 'vein', 'blood bank', 'slaughter house', 'needle'],
      dtype=object)}"
C,Where is the first place someone leaving the planet ends up?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pay debts', 'galaxy', 'outer space', 'orbit', 'universe'],
      dtype=object)}"
B,"The town house went right to the curb, a slot effectively made a mailbox of the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apartment building', 'front door', 'back door', 'street corner',
       'porch'], dtype=object)}"
E,"The architect thought that a mezzanine would look good, but the planning committee rejected it.  They told the architect that they felt it was a potential hazard given the ages of the people who would be using it.  What might they be designing?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['actors', 'theater', 'concert hall', 'floors', 'school'],
      dtype=object)}"
E,"The person wasn't bothered by the weather, she had remembered to bring her what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['read book', 'own house', 'apartment', 'more rice', 'warm coat'],
      dtype=object)}"
A,"If you want to learn about the world and understand the real reasons behind cultural norms and mores, you have achieved a sense of what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['enlightenment', 'open mind', 'confusion', 'smartness', 'anger'],
      dtype=object)}"
B,What is the hopeful result of going to see a play?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sit', 'being entertained', 'jobless', 'meet', 'laugh'],
      dtype=object)}"
D,A person would join a trade school for finding information related to what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ulcers', 'degree', 'understanding of', 'gaining knowledge',
       'happiness'], dtype=object)}"
E,"Joan was a baby, so there were many things she couldn't do, which caused problems for her parents.  Name one thing that makes raising a baby difficult.","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['arrive early', 'learn to walk', 'boy or girl', 'bring joy',
       'talk nonsense'], dtype=object)}"
B,Where would you put some ham if you want to cook it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hamshackle', 'pizza', 'fridge', 'refrigerator', 'part of meal'],
      dtype=object)}"
C,Running errands with screaming kids will likely cause what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['efficiency', 'insanity', 'aggravation', 'tiredness', 'stress'],
      dtype=object)}"
B,"Sam wasn't lying, but he left out important details. He was being what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dishonesty', 'deceitful', 'imagination', 'deceptive',
       'poker face'], dtype=object)}"
A,what does someone have that causes them committing murder?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['problems', 'distress', 'fear', 'go to jail', 'killer'],
      dtype=object)}"
D,What kind of place has a leader?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['army', 'battle', 'wildlife', 'country', 'organization'],
      dtype=object)}"
A,How is a person likely to communicatewith others?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['say words', 'meet friends', 'open mouth', 'thank god',
       'die of cancer'], dtype=object)}"
E,Where may you be if you're buying pork chops at a corner shop?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['england', 'town', 'desert', 'kentucky', 'iowa'], dtype=object)}"
C,Where can fisherman store their rods when on a fishing trip?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hardware store', 'engine', 'fishing camp', 'lake',
       'sporting goods store'], dtype=object)}"
C,Danny is having fun just dancing and singing with his friends. He wasn't concerned with things that weren't fun. For him having fun is the same as what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['injuries', 'smiling', 'being happy', 'glee', 'jump'], dtype=object)}"
A,Where would you find an office worker gossiping with their colleagues?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['water cooler', 'space shuttle', 'baby shower', 'bus stop',
       'family'], dtype=object)}"
C,Where would you put nails if they are already packaged?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pocket', 'container', 'cabinet', 'jar', 'store'], dtype=object)}"
C,What is a person who is good at sports considered?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lazy', 'own house', 'talented', 'affluent', 'reproduce'],
      dtype=object)}"
C,"The man acted ridiculous at the funeral, what attitude should he have taken?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['straightforward', 'serious', 'solemn', 'somber', 'funny'],
      dtype=object)}"
B,"The pencil sharpener was broken in the classroom, where did the teacher recommend the student go?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['home', 'library', 'stationery store', 'cabinet', 'desk drawer'],
      dtype=object)}"
B,Where does a child likely sit at a desk?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['furniture store', 'schoolroom', 'patio', 'office building',
       'library'], dtype=object)}"
D,"He was trying to procreate with many individuals, this led to a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['moaning', 'die', 'kiss', 'std', 'sanity'], dtype=object)}"
A,What does playing soccer and winning lead to?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['excitement', 'getting tired', 'overtime', 'anger', 'fights'],
      dtype=object)}"
A,What attraction is sometimes so large that you need a map to find your way around?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['amusement park', 'truck stop', 'mcdonalds', 'backpack',
       'classroom'], dtype=object)}"
B,"If my husband never helps me doing housework, what might that lead to?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boredom', 'arguments', 'headache', 'exhaustion', 'park'],
      dtype=object)}"
A,"The advertisement came in the form of a pop-up, where did it appear?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['web page', 'store', 'la ville', 'bus', 'email'], dtype=object)}"
E,WHere do people live?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apartment', 'eat cake', 'bus depot', 'football stadium',
       'surface of earth'], dtype=object)}"
B,People are what when you're a stranger?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['train', 'strange', 'human', 'stupid', 'dangerous'], dtype=object)}"
B,"The juror was quite bored and zoning out but wanted to convey he was hearing testimony, so he just sat there doing what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['take notes', 'nodding', 'change of heart', 'writing down',
       'listening'], dtype=object)}"
E,"They wanted to try blowfish, so they went to get some where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['atlantic ocean', 'books', 'france', 'aquarium', 'fish market'],
      dtype=object)}"
D,When a main artery is used to expedite travel what would it be referred to as?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['neck', 'busy city', 'own brain', 'thruway', 'food'], dtype=object)}"
C,If someone rules the universe of what are they in charge?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['classroom', 'football game', 'everything', 'text book', 'lawbook'],
      dtype=object)}"
B,"The butt was bare, and Sam couldn't stop staring at it.  It was very what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['full', 'ample', 'covered', 'bareword', 'ample'], dtype=object)}"
B,Where can many stores with clothing be found?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shop', 'mall', 'department store', 'drawer', 'library'],
      dtype=object)}"
E,"After working on the car, what did it end up doing?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['going too fast', 'last several years', 'honk the horn', 'go fast',
       'start running'], dtype=object)}"
C,"When an elderly person needs help performing daily tasks, who might they call?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['creativity', 'hatred', 'caregiver', 'own house', 'much money'],
      dtype=object)}"
C,Where is beer drank by people watching sticks and pucks?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bottle', 'refrigerator', 'hockey game', 'casino', 'bar'],
      dtype=object)}"
A,Where is there a telephone book in almost every room?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['at hotel', 'house', 'library', 'bedsit', 'closet'], dtype=object)}"
D,Where might you see a green field while driving?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kansas', 'meadow', 'farmland', 'countryside', 'rural area'],
      dtype=object)}"
B,"Some people got escorted out of the library, they were probably what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['state facts', 'talking loudly', 'making money',
       'amount to nothing', 'believe in god'], dtype=object)}"
C,"If there is a pond with trees around it, where it it likely located?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ground', 'bathroom', 'forest', 'countryside', 'rural area'],
      dtype=object)}"
A,Blowfish require what specific thing to live?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sea water', 'hatred', 'fish market', 'body of water', 'jungle'],
      dtype=object)}"
B,What is the least likely immediate side effect of eating hamburger?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['nausea', 'death', 'illness', 'health problems', 'gain weight'],
      dtype=object)}"
A,What would I be doing while going to work and walking?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['listen to radio', 'solve problems', 'driving', 'walk',
       'being late'], dtype=object)}"
A,"A showroom feature washers and refrigerators, where is this showroom located?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['appliance store', 'vegas', 'electronics store', 'car dealership',
       'kitchen'], dtype=object)}"
E,"The man often made smart remarks, like that any restaurant is a mexican restaurant where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'mexica', 'san diego', 'spain', 'mexico'], dtype=object)}"
C,Where are there likely to be a variety of flats to choose from?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['london', 'apartment building', 'city', 'falling down', 'town'],
      dtype=object)}"
E,A weasel has a thin body and short legs to easier burrow after prey in a what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tree', 'mulberry bush', 'chicken coop', 'viking ship',
       'rabbit warren'], dtype=object)}"
C,What can disease destroy?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rug', 'third world country', 'human body', 'hospital', 'building'],
      dtype=object)}"
C,What does a person from Avalon live in?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pain', 'meaningful work', 'english house', 'cotton candy',
       'headache'], dtype=object)}"
A,Where is one likely to find a fan for their stove?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['appliance store', 'sports stadium', 'dress emporium', 'hot room',
       'football stadium'], dtype=object)}"
C,Jodie felt a tightness in her chest. She was worried but didn't want to go to the hospital. Where might she go instead?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['istanbul', 'concert', 'bedroom', 'antique shop', 'human being'],
      dtype=object)}"
B,If you're buying beer for a float trip what are you preparing to do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get arrested', 'have fun', 'get sick', 'spend money', 'stupidity'],
      dtype=object)}"
C,Piece of land in Canada where you can find marmot?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['north america', 'united states', 'vancouver island', 'american',
       'cage'], dtype=object)}"
C,"The surgeon's clients had begun to reduce, it seemed girls no longer want to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reduction', 'make larger', 'augment', 'gain weight', 'expand'],
      dtype=object)}"
A,"While waiting for this appointment, people often read magazines.","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['doctor', 'train station', 'newsagent', 'market', 'table'],
      dtype=object)}"
A,Where would you find a fox that is made up?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['storybook', 'woods', 'hen house', 'natural habitat', 'back yard'],
      dtype=object)}"
B,"In basic training they build you up only to do what, all in hopes of building you up even stronger the next time?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['destroying', 'tear down', 'raze', 'mutilate', 'demolition'],
      dtype=object)}"
B,Billy saw a dog running from him and did his best to get away from it.  The leaped up to where the dog couldn't reach and was stuck.  Where might he have been trapped?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kennel', 'table', 'porch', 'backyard', 'park'], dtype=object)}"
B,"John and Judy were parents.  They had two wonderful kids who weren't always well behaved.  They were light tough, though.  They felt it was a parent's job to do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['control children', 'guide children', 'speak freely', 'cry',
       'understand children'], dtype=object)}"
A,What are you playing if you're fiddling on a violin?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bluegrass music', 'make music', 'drop', 'string instrument',
       'troubles'], dtype=object)}"
C,"If somebody buys something and gives it to me as a free gift, what is the cost status of the gift?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['deadly', 'imprisoned', 'paid for', 'expensive', 'in prison'],
      dtype=object)}"
D,Why does someone flirt with many people at once?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have sex', 'get laid', 'were lonely', 'attract attention',
       'dance'], dtype=object)}"
D,James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['river', 'television', 'india', 'england', 'europe'], dtype=object)}"
A,Why would a band be performing when there are no people nearby?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['record album', 'play music', 'hold concert', 'blaring',
       'practice'], dtype=object)}"
E,The dogs were protecting their own when they decided to what the bad man?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bad breath', 'defend', 'run fast', 'ocean', 'attack'],
      dtype=object)}"
B,If you have a large satchel with you when you fly you'll be asked to store it where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['airport', 'luggage compartment', 'with the pilot', 'room',
       'clothing store'], dtype=object)}"
E,Where would someone keep their nylon leggings?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stockings', 'rope', 'car', 'clothing', 'drawer'], dtype=object)}"
E,If you spend a long time running after a ball how are you likely to feel?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['laughter', 'sweating', 'embarrassed', 'breathing heavily',
       'tiredness'], dtype=object)}"
E,When you need to rest it's often because you have been doing what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['action', 'sleep', 'sleeping', 'in motion', 'using energy'],
      dtype=object)}"
E,Boredom and hunger led to a wandering waste of time and a cart full of unhealthy snacks during her trip to where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new moon', 'play cards', 'read book', 'see art', 'grocery shop'],
      dtype=object)}"
D,"He was beginning to worry they wouldn't get on the ride before closing, they had been standing in queue for a long what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['frustration', 'waiting', 'hair', 'time', 'patience'], dtype=object)}"
B,This is an unavoidable physiological consequence of running.  What is it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['breathlessness', 'increased heart rate', 'falling down',
       'muscle bulk', 'calluses'], dtype=object)}"
E,"Sometimes a person has a fear of water or a dislike of being wet, it is still important to make sure they are having a bath why?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['flooding', 'drowning', 'wet skin', 'get wet', 'rash'],
      dtype=object)}"
C,Where would there be an auditorium with only a single person speaking?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lights', 'crowd', 'university campus', 'theater', 'park'],
      dtype=object)}"
A,"To get out of there the person had to keep on walking, they had to keep on what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['moving forward', 'locomotion', 'blisters', 'rollerskate',
       'exercise'], dtype=object)}"
A,What very large group of western citizens has bees everywhere?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['united states', 'space station', 'trash can', 'field of flowers',
       'bouquet of flowers'], dtype=object)}"
A,Miss Grady took a stick from Bob because he was playing with it during class.  She wanted to make sure that he couldn't get to it so she put it where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desk drawer', 'kitchen drawer', 'classroom', 'pocket', 'office'],
      dtype=object)}"
B,How does a person begin reproducing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['genetic mutation', 'have sex', 'kiss', 'flirting',
       'going on a date'], dtype=object)}"
D,Joe and Jill didn't want their children to be sedentary.  They might limit the time they children spend doing what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['play sports', 'throw things', 'reading', 'watch tv',
       'play with toys'], dtype=object)}"
A,"They were making sauerkraut, the instructor explained the liquid should be above the cabbage in the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['jar', 'drinking glass', 'pot', 'container', 'can'], dtype=object)}"
E,From where would you normally take a cup when you're about to get a drink?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dishwasher', 'water fountain', 'sand box', 'toilet',
       'kitchen cabinet'], dtype=object)}"
B,What are you using if there are speakers strapped on your ears?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['take it all in', 'headphones', 'desktop', 'conference', 'concert'],
      dtype=object)}"
D,Because of his anger he couldn't clearly explain or what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cool off', 'write letter', 'get mad', 'illustrate point',
       'destroy enemy'], dtype=object)}"
D,Where is likely to not just have a kosher restaurant?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['jerusalem', 'jewish neighborhoods', 'dining in', 'new york city',
       'dining'], dtype=object)}"
A,The bald eagle flew from Mount St Helen's to the Puget Sound and all over what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['washington state', 'utah', 'pacific northwest',
       'northern california', 'the desert'], dtype=object)}"
C,Where could you get some knives if you are planning to bring them outside with you?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sporting goods store', 'backpack', 'kitchen', 'sharp edges',
       'dog house'], dtype=object)}"
B,How can people fulfill their own calorie requirements?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['compete with each other', 'feed themselves', 'feel lonely',
       'talk to each other', 'ask a doctor'], dtype=object)}"
B,What does a stove do to the place that it's in?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cool house', 'warm room', 'gas or electric', 'burn child',
       'brown meat'], dtype=object)}"
